,0
54099,31.2
54100,10.2
54101,6.2
54102,7.2
54103,5.2
54104,5.2
54105,9.2
54106,4.2
54107,5.2
54108,7.2
54109,4.2
54110,5.2
54111,9.2
54112,4.2
54113,4.2
54114,6.2
54115,4.2
54116,4.2
54117,10.2
54118,4.2
54119,71.2
54120,71.2
54121,40.2
54122,5.2
54123,10.2
54124,5.2
54125,6.2
54126,4.2
54127,25.2
54128,27.2
54129,26.2
54130,25.2
54131,32.2
54132,30.2
54133,30.2
54134,38.2
54135,38.2
54136,36.2
54137,35.2
54138,36.2
54139,35.2
54140,34.2
54141,34.2
54142,34.2
54143,33.2
54144,33.2
54145,32.2
54146,31.2
54147,30.2
54148,29.2
54149,29.2
54150,29.2
54151,29.2
54152,33.2
54153,32.2
54154,31.2
54155,31.2
54156,30.2
54157,30.2
54158,29.2
54159,28.2
54160,28.2
54161,28.2
54162,27.2
54163,26.2
54164,26.2
54165,25.2
54166,25.2
54167,24.2
54168,28.2
54169,27.2
54170,26.2
54171,26.2
54172,26.2
54173,26.2
54174,26.2
54175,25.2
54176,24.2
54177,23.2
54178,23.2
54179,22.2
54180,21.2
54181,21.2
54182,20.2
54183,21.2
54184,21.2
54185,20.2
54186,20.2
54187,19.2
54188,17.2
54189,23.2
54190,21.2
54191,21.2
54192,21.2
54193,21.2
54194,21.2
54195,21.2
54196,22.2
54197,22.2
54198,22.2
54199,22.2
54200,22.2
54201,22.2
54202,22.2
54203,26.2
54204,25.2
54205,25.2
54206,24.2
54207,25.2
54208,24.2
54209,23.2
54210,21.2
54211,22.2
54212,21.2
54213,21.2
54214,19.2
54215,18.2
54216,28.2
54217,31.2
54218,31.2
54219,29.2
54220,27.2
54221,24.2
54222,23.2
54223,19.2
54224,19.2
54225,16.2
54226,16.2
54227,13.2
54228,9.2
54229,6.2
54230,4.2
54231,19.2
54232,9.2
54233,4.2
54234,4.2
54235,4.2
54236,18.2
54237,19.2
54238,9.2
54239,4.2
54240,5.2
54241,5.2
54242,18.2
54243,5.2
54244,10.2
54245,4.2
54246,5.2
54247,134.2
54248,134.2
54249,134.2
54250,90.2
54251,54.2
54252,25.2
54253,10.2
54254,23.2
54255,5.2
54256,10.2
54257,4.2
54258,4.2
54259,7.2
54260,22.2
54261,13.2
54262,10.2
54263,9.2
54264,5.2
54265,4.2
54266,5.2
54267,6.2
54268,23.2
54269,4.2
54270,13.2
54271,5.2
54272,6.2
54273,24.2
54274,16.2
54275,22.2
54276,16.2
54277,5.2
54278,6.2
54279,26.2
54280,13.2
54281,8.2
54282,19.2
54283,5.2
54284,6.2
54285,9.2
54286,4.2
54287,11.2
54288,6.2
54289,5.2
54290,18.2
54291,16.2
54292,5.2
54293,4.2
54294,5.2
54295,5.2
54296,5.2
54297,11.2
54298,5.2
54299,5.2
54300,4.2
54301,5.2
54302,7.2
54303,9.2
54304,6.2
54305,7.2
54306,5.2
54307,7.2
54308,7.2
54309,9.2
54310,4.2
54311,4.2
54312,4.2
54313,4.2
54314,19.2
54315,4.2
54316,5.2
54317,5.2
54318,4.2
54319,4.2
54320,11.2
54321,4.2
54322,4.2
54323,4.2
54324,9.2
54325,4.2
54326,7.2
54327,4.2
54328,4.2
54329,4.2
54330,10.2
54331,4.2
54332,6.2
54333,5.2
54334,4.2
54335,6.2
54336,10.2
54337,5.2
54338,7.2
54339,5.2
54340,5.2
54341,5.2
54342,9.2
54343,5.2
54344,7.2
54345,5.2
54346,4.2
54347,4.2
54348,5.2
54349,12.2
54350,4.2
54351,5.2
54352,5.2
54353,4.2
54354,4.2
54355,11.2
54356,5.2
54357,5.2
54358,5.2
54359,10.2
54360,12.2
54361,5.2
54362,7.2
54363,5.2
54364,10.2
54365,13.2
54366,5.2
54367,5.2
54368,5.2
54369,4.2
54370,5.2
54371,22.2
54372,23.2
54373,8.2
54374,21.2
54375,5.2
54376,11.2
54377,10.2
54378,8.2
54379,10.2
54380,5.2
54381,6.2
54382,5.2
54383,8.2
54384,15.2
54385,6.2
54386,4.2
54387,8.2
54388,17.2
54389,23.2
54390,23.2
54391,5.2
54392,4.2
54393,8.2
54394,5.2
54395,5.2
54396,10.2
54397,5.2
54398,7.2
54399,5.2
54400,12.2
54401,13.2
54402,5.2
54403,5.2
54404,4.2
54405,4.2
54406,9.2
54407,11.2
54408,4.2
54409,5.2
54410,5.2
54411,10.2
54412,11.2
54413,5.2
54414,4.2
54415,5.2
54416,5.2
54417,6.2
54418,12.2
54419,14.2
54420,14.2
54421,5.2
54422,5.2
54423,5.2
54424,11.2
54425,13.2
54426,4.2
54427,4.2
54428,5.2
54429,5.2
54430,10.2
54431,12.2
54432,4.2
54433,5.2
54434,5.2
54435,5.2
54436,10.2
54437,12.2
54438,5.2
54439,4.2
54440,5.2
54441,5.2
54442,6.2
54443,9.2
54444,4.2
54445,5.2
54446,5.2
54447,10.2
54448,12.2
54449,7.2
54450,5.2
54451,4.2
54452,4.2
54453,9.2
54454,12.2
54455,5.2
54456,5.2
54457,4.2
54458,5.2
54459,10.2
54460,12.2
54461,9.2
54462,5.2
54463,4.2
54464,4.2
54465,4.2
54466,11.2
54467,6.2
54468,8.2
54469,5.2
54470,5.2
54471,4.2
54472,10.2
54473,13.2
54474,5.2
54475,18.2
54476,19.2
54477,10.2
54478,12.2
54479,4.2
54480,4.2
54481,23.2
54482,4.2
54483,5.2
54484,10.2
54485,12.2
54486,5.2
54487,4.2
54488,4.2
54489,10.2
54490,12.2
54491,4.2
54492,4.2
54493,4.2
54494,9.2
54495,5.2
54496,6.2
54497,4.2
54498,5.2
54499,4.2
54500,9.2
54501,4.2
54502,7.2
54503,4.2
54504,4.2
54505,5.2
54506,10.2
54507,5.2
54508,7.2
54509,5.2
54510,4.2
54511,4.2
54512,9.2
54513,4.2
54514,4.2
54515,7.2
54516,4.2
54517,5.2
54518,9.2
54519,5.2
54520,7.2
54521,4.2
54522,7.2
54523,4.2
54524,9.2
54525,11.2
54526,10.2
54527,5.2
54528,4.2
54529,4.2
54530,9.2
54531,12.2
54532,4.2
54533,6.2
54534,4.2
54535,5.2
54536,10.2
54537,12.2
54538,5.2
54539,5.2
54540,5.2
54541,12.2
54542,4.2
54543,6.2
54544,5.2
54545,5.2
54546,5.2
54547,10.2
54548,9.2
54549,10.2
54550,4.2
54551,4.2
54552,22.2
54553,24.2
54554,24.2
54555,4.2
54556,11.2
54557,4.2
54558,4.2
54559,9.2
54560,4.2
54561,20.2
54562,6.2
54563,5.2
54564,5.2
54565,23.2
54566,23.2
54567,4.2
54568,4.2
54569,15.2
54570,5.2
54571,10.2
54572,17.2
54573,5.2
54574,4.2
54575,5.2
54576,5.2
54577,25.2
54578,5.2
54579,4.2
54580,5.2
54581,20.2
54582,21.2
54583,7.2
54584,5.2
54585,5.2
54586,6.2
54587,5.2
54588,9.2
54589,11.2
54590,13.2
54591,19.2
54592,5.2
54593,14.2
54594,11.2
54595,12.2
54596,6.2
54597,5.2
54598,4.2
54599,10.2
54600,12.2
54601,5.2
54602,10.2
54603,7.2
54604,6.2
54605,5.2
54606,10.2
54607,12.2
54608,4.2
54609,16.2
54610,4.2
54611,4.2
54612,10.2
54613,11.2
54614,5.2
54615,4.2
54616,5.2
54617,5.2
54618,9.2
54619,12.2
54620,4.2
54621,4.2
54622,4.2
54623,4.2
54624,11.2
54625,19.2
54626,4.2
54627,4.2
54628,9.2
54629,12.2
54630,9.2
54631,10.2
54632,5.2
54633,4.2
54634,26.2
54635,21.2
54636,22.2
54637,7.2
54638,5.2
54639,21.2
54640,10.2
54641,12.2
54642,10.2
54643,4.2
54644,17.2
54645,16.2
54646,10.2
54647,11.2
54648,4.2
54649,17.2
54650,4.2
54651,4.2
54652,9.2
54653,4.2
54654,6.2
54655,21.2
54656,20.2
54657,4.2
54658,11.2
54659,12.2
54660,7.2
54661,9.2
54662,4.2
54663,4.2
54664,16.2
54665,15.2
54666,4.2
54667,4.2
54668,4.2
54669,10.2
54670,12.2
54671,6.2
54672,5.2
54673,4.2
54674,23.2
54675,16.2
54676,16.2
54677,5.2
54678,5.2
54679,5.2
54680,5.2
54681,10.2
54682,20.2
54683,6.2
54684,5.2
54685,7.2
54686,6.2
54687,10.2
54688,5.2
54689,6.2
54690,4.2
54691,21.2
54692,9.2
54693,11.2
54694,13.2
54695,5.2
54696,6.2
54697,5.2
54698,5.2
54699,10.2
54700,10.2
54701,5.2
54702,6.2
54703,4.2
54704,7.2
54705,5.2
54706,4.2
54707,6.2
54708,27.2
54709,12.2
54710,4.2
54711,10.2
54712,4.2
54713,6.2
54714,4.2
54715,7.2
54716,10.2
54717,5.2
54718,8.2
54719,10.2
54720,5.2
54721,39.2
54722,45.2
54723,46.2
54724,24.2
54725,4.2
54726,6.2
54727,5.2
54728,23.2
54729,4.2
54730,5.2
54731,6.2
54732,7.2
54733,10.2
54734,4.2
54735,6.2
54736,5.2
54737,6.2
54738,7.2
54739,11.2
54740,5.2
54741,5.2
54742,5.2
54743,6.2
54744,15.2
54745,10.2
54746,8.2
54747,6.2
54748,4.2
54749,27.2
54750,27.2
54751,10.2
54752,16.2
54753,5.2
54754,6.2
54755,24.2
54756,24.2
54757,12.2
54758,9.2
54759,18.2
54760,8.2
54761,6.2
54762,12.2
54763,13.2
54764,13.2
54765,5.2
54766,6.2
54767,4.2
54768,10.2
54769,11.2
54770,4.2
54771,4.2
54772,5.2
54773,5.2
54774,12.2
54775,20.2
54776,20.2
54777,4.2
54778,6.2
54779,4.2
54780,63.2
54781,63.2
54782,19.2
54783,4.2
54784,4.2
54785,11.2
54786,12.2
54787,4.2
54788,4.2
54789,4.2
54790,4.2
54791,4.2
54792,8.2
54793,11.2
54794,4.2
54795,5.2
54796,4.2
54797,12.2
54798,12.2
54799,5.2
54800,5.2
54801,5.2
54802,4.2
54803,8.2
54804,10.2
54805,5.2
54806,19.2
54807,13.2
54808,5.2
54809,16.2
54810,9.2
54811,9.2
54812,5.2
54813,8.2
54814,4.2
54815,14.2
54816,14.2
54817,5.2
54818,4.2
54819,6.2
54820,4.2
54821,12.2
54822,16.2
54823,7.2
54824,4.2
54825,5.2
54826,5.2
54827,13.2
54828,11.2
54829,4.2
54830,5.2
54831,5.2
54832,6.2
54833,10.2
54834,8.2
54835,4.2
54836,5.2
54837,5.2
54838,8.2
54839,9.2
54840,4.2
54841,4.2
54842,4.2
54843,5.2
54844,6.2
54845,9.2
54846,5.2
54847,5.2
54848,19.2
54849,18.2
54850,19.2
54851,4.2
54852,20.2
54853,5.2
54854,5.2
54855,5.2
54856,15.2
54857,5.2
54858,5.2
54859,4.2
54860,5.2
54861,7.2
54862,26.2
54863,9.2
54864,18.2
54865,7.2
54866,9.2
54867,10.2
54868,20.2
54869,5.2
54870,4.2
54871,5.2
54872,5.2
54873,7.2
54874,11.2
54875,12.2
54876,6.2
54877,5.2
54878,21.2
54879,26.2
54880,10.2
54881,5.2
54882,4.2
54883,10.2
54884,11.2
54885,4.2
54886,4.2
54887,9.2
54888,5.2
54889,4.2
54890,17.2
54891,24.2
54892,9.2
54893,6.2
54894,4.2
54895,4.2
54896,10.2
54897,15.2
54898,5.2
54899,5.2
54900,4.2
54901,17.2
54902,18.2
54903,5.2
54904,10.2
54905,4.2
54906,20.2
54907,20.2
54908,11.2
54909,4.2
54910,10.2
54911,4.2
54912,7.2
54913,23.2
54914,5.2
54915,9.2
54916,4.2
54917,4.2
54918,4.2
54919,6.2
54920,5.2
54921,19.2
54922,9.2
54923,69.2
54924,68.2
54925,53.2
54926,26.2
54927,5.2
54928,9.2
54929,5.2
54930,23.2
54931,23.2
54932,6.2
54933,4.2
54934,11.2
54935,14.2
54936,7.2
54937,9.2
54938,10.2
54939,4.2
54940,4.2
54941,4.2
54942,11.2
54943,19.2
54944,10.2
54945,13.2
54946,4.2
54947,4.2
54948,5.2
54949,6.2
54950,10.2
54951,5.2
54952,5.2
54953,19.2
54954,19.2
54955,4.2
54956,9.2
54957,5.2
54958,19.2
54959,19.2
54960,12.2
54961,10.2
54962,11.2
54963,5.2
54964,5.2
54965,7.2
54966,4.2
54967,5.2
54968,10.2
54969,6.2
54970,4.2
54971,4.2
54972,7.2
54973,5.2
54974,10.2
54975,4.2
54976,31.2
54977,4.2
54978,22.2
54979,22.2
54980,10.2
54981,6.2
54982,4.2
54983,4.2
54984,5.2
54985,11.2
54986,4.2
54987,5.2
54988,6.2
54989,5.2
54990,7.2
54991,10.2
54992,12.2
54993,5.2
54994,4.2
54995,4.2
54996,6.2
54997,9.2
54998,5.2
54999,4.2
55000,11.2
55001,12.2
55002,5.2
55003,9.2
55004,5.2
55005,4.2
55006,5.2
55007,7.2
55008,4.2
55009,9.2
55010,4.2
55011,5.2
55012,7.2
55013,4.2
55014,4.2
55015,10.2
55016,5.2
55017,12.2
55018,12.2
55019,4.2
55020,11.2
55021,16.2
55022,5.2
55023,17.2
55024,15.2
55025,15.2
55026,4.2
55027,11.2
55028,11.2
55029,5.2
55030,59.2
55031,96.2
55032,97.2
55033,99.2
55034,72.2
55035,68.2
55036,28.2
55037,28.2
55038,4.2
55039,5.2
55040,4.2
55041,5.2
55042,17.2
55043,10.2
55044,4.2
55045,4.2
55046,5.2
55047,5.2
55048,6.2
55049,11.2
55050,12.2
55051,5.2
55052,77.2
55053,77.2
55054,9.2
55055,10.2
55056,10.2
55057,5.2
55058,6.2
55059,10.2
55060,10.2
55061,10.2
55062,4.2
55063,5.2
55064,4.2
55065,4.2
55066,6.2
55067,4.2
55068,10.2
55069,4.2
55070,5.2
55071,6.2
55072,4.2
55073,15.2
55074,20.2
55075,13.2
55076,5.2
55077,6.2
55078,60.2
55079,52.2
55080,16.2
55081,8.2
55082,5.2
55083,6.2
55084,28.2
55085,15.2
55086,4.2
55087,5.2
55088,19.2
55089,20.2
55090,5.2
55091,5.2
55092,4.2
55093,4.2
55094,5.2
55095,6.2
55096,5.2
55097,10.2
55098,5.2
55099,5.2
55100,8.2
55101,8.2
55102,4.2
55103,9.2
55104,4.2
55105,5.2
55106,7.2
55107,7.2
55108,4.2
55109,10.2
55110,5.2
55111,4.2
55112,4.2
55113,5.2
55114,6.2
55115,9.2
55116,11.2
55117,5.2
55118,7.2
55119,4.2
55120,24.2
55121,6.2
55122,4.2
55123,5.2
55124,7.2
55125,9.2
55126,4.2
55127,4.2
55128,8.2
55129,5.2
55130,7.2
55131,4.2
55132,26.2
55133,5.2
55134,5.2
55135,7.2
55136,5.2
55137,6.2
55138,9.2
55139,5.2
55140,4.2
55141,4.2
55142,7.2
55143,4.2
55144,9.2
55145,4.2
55146,5.2
55147,6.2
55148,6.2
55149,4.2
55150,9.2
55151,6.2
55152,4.2
55153,5.2
55154,7.2
55155,4.2
55156,9.2
55157,5.2
55158,5.2
55159,4.2
55160,6.2
55161,4.2
55162,11.2
55163,12.2
55164,5.2
55165,5.2
55166,4.2
55167,9.2
55168,4.2
55169,9.2
55170,5.2
55171,7.2
55172,4.2
55173,9.2
55174,4.2
55175,4.2
55176,4.2
55177,7.2
55178,5.2
55179,9.2
55180,5.2
55181,4.2
55182,6.2
55183,4.2
55184,4.2
55185,9.2
55186,5.2
55187,4.2
55188,5.2
55189,4.2
55190,4.2
55191,10.2
55192,19.2
55193,4.2
55194,4.2
55195,6.2
55196,5.2
55197,5.2
55198,4.2
55199,4.2
55200,13.2
55201,13.2
55202,4.2
55203,9.2
55204,8.2
55205,17.2
55206,18.2
55207,4.2
55208,4.2
55209,9.2
55210,4.2
55211,20.2
55212,4.2
55213,4.2
55214,10.2
55215,16.2
55216,12.2
55217,20.2
55218,6.2
55219,5.2
55220,12.2
55221,4.2
55222,16.2
55223,17.2
55224,4.2
55225,89.2
55226,46.2
55227,6.2
55228,19.2
55229,20.2
55230,9.2
55231,5.2
55232,10.2
55233,4.2
55234,22.2
55235,22.2
55236,18.2
55237,5.2
55238,9.2
55239,4.2
55240,6.2
55241,16.2
55242,4.2
55243,4.2
55244,10.2
55245,16.2
55246,19.2
55247,19.2
55248,5.2
55249,4.2
55250,9.2
55251,5.2
55252,7.2
55253,4.2
55254,5.2
55255,9.2
55256,5.2
55257,7.2
55258,7.2
55259,5.2
55260,4.2
55261,10.2
55262,5.2
55263,4.2
55264,7.2
55265,5.2
55266,5.2
55267,9.2
55268,5.2
55269,4.2
55270,6.2
55271,7.2
55272,5.2
55273,10.2
55274,5.2
55275,4.2
55276,5.2
55277,14.2
55278,14.2
55279,10.2
55280,5.2
55281,5.2
55282,5.2
55283,6.2
55284,5.2
55285,9.2
55286,4.2
55287,5.2
55288,6.2
55289,5.2
55290,6.2
55291,10.2
55292,9.2
55293,5.2
55294,7.2
55295,4.2
55296,6.2
55297,10.2
55298,4.2
55299,6.2
55300,4.2
55301,5.2
55302,10.2
55303,4.2
55304,5.2
55305,8.2
55306,5.2
55307,5.2
55308,12.2
55309,5.2
55310,8.2
55311,10.2
55312,10.2
55313,5.2
55314,15.2
55315,5.2
55316,4.2
55317,6.2
55318,5.2
55319,7.2
55320,10.2
55321,4.2
55322,7.2
55323,9.2
55324,9.2
55325,4.2
55326,10.2
55327,21.2
55328,5.2
55329,6.2
55330,5.2
55331,10.2
55332,12.2
55333,5.2
55334,6.2
55335,4.2
55336,5.2
55337,4.2
55338,10.2
55339,4.2
55340,6.2
55341,5.2
55342,19.2
55343,12.2
55344,32.2
55345,40.2
55346,40.2
55347,39.2
55348,39.2
55349,38.2
55350,38.2
55351,37.2
55352,36.2
55353,35.2
55354,34.2
55355,34.2
55356,34.2
55357,34.2
55358,33.2
55359,32.2
55360,31.2
55361,31.2
55362,30.2
55363,28.2
55364,28.2
55365,28.2
55366,31.2
55367,31.2
55368,31.2
55369,30.2
55370,29.2
55371,28.2
55372,27.2
55373,27.2
55374,27.2
55375,25.2
55376,25.2
55377,25.2
55378,25.2
55379,25.2
55380,24.2
55381,24.2
55382,23.2
55383,26.2
55384,26.2
55385,25.2
55386,24.2
55387,23.2
55388,23.2
55389,23.2
55390,23.2
55391,22.2
55392,20.2
55393,20.2
55394,10.2
55395,14.2
55396,17.2
55397,17.2
55398,16.2
55399,16.2
55400,16.2
55401,16.2
55402,16.2
55403,21.2
55404,29.2
55405,28.2
55406,28.2
55407,28.2
55408,28.2
55409,28.2
55410,28.2
55411,28.2
55412,28.2
55413,28.2
55414,28.2
55415,27.2
55416,26.2
55417,26.2
55418,26.2
55419,27.2
55420,27.2
55421,26.2
55422,26.2
55423,26.2
55424,25.2
55425,25.2
55426,23.2
55427,23.2
55428,23.2
55429,22.2
55430,18.2
55431,18.2
55432,39.2
55433,42.2
55434,42.2
55435,42.2
55436,41.2
55437,41.2
55438,40.2
55439,37.2
55440,37.2
55441,33.2
55442,29.2
55443,29.2
55444,25.2
55445,21.2
55446,9.2
55447,8.2
55448,5.2
55449,4.2
55450,4.2
55451,7.2
55452,9.2
55453,8.2
55454,5.2
55455,11.2
55456,5.2
55457,5.2
55458,10.2
55459,11.2
55460,23.2
55461,5.2
55462,5.2
55463,5.2
55464,9.2
55465,11.2
55466,5.2
55467,5.2
55468,5.2
55469,4.2
55470,11.2
55471,12.2
55472,5.2
55473,4.2
55474,10.2
55475,5.2
55476,12.2
55477,183.2
55478,151.2
55479,139.2
55480,96.2
55481,95.2
55482,70.2
55483,51.2
55484,38.2
55485,36.2
55486,32.2
55487,5.2
55488,12.2
55489,6.2
55490,7.2
55491,5.2
55492,6.2
55493,12.2
55494,4.2
55495,5.2
55496,5.2
55497,5.2
55498,7.2
55499,10.2
55500,11.2
55501,7.2
55502,5.2
55503,5.2
55504,5.2
55505,10.2
55506,12.2
55507,7.2
55508,4.2
55509,4.2
55510,4.2
55511,9.2
55512,12.2
55513,18.2
55514,5.2
55515,4.2
55516,8.2
55517,10.2
55518,13.2
55519,5.2
55520,5.2
55521,4.2
55522,5.2
55523,7.2
55524,9.2
55525,5.2
55526,6.2
55527,4.2
55528,6.2
55529,8.2
55530,7.2
55531,8.2
55532,6.2
55533,4.2
55534,10.2
55535,12.2
55536,4.2
55537,5.2
55538,5.2
55539,10.2
55540,12.2
55541,4.2
55542,4.2
55543,4.2
55544,5.2
55545,6.2
55546,14.2
55547,13.2
55548,5.2
55549,5.2
55550,4.2
55551,5.2
55552,10.2
55553,11.2
55554,5.2
55555,5.2
55556,4.2
55557,5.2
55558,12.2
55559,5.2
55560,5.2
55561,5.2
55562,6.2
55563,4.2
55564,6.2
55565,21.2
55566,4.2
55567,21.2
55568,5.2
55569,11.2
55570,13.2
55571,6.2
55572,5.2
55573,6.2
55574,5.2
55575,6.2
55576,5.2
55577,4.2
55578,4.2
55579,4.2
55580,11.2
55581,13.2
55582,12.2
55583,5.2
55584,6.2
55585,5.2
55586,8.2
55587,11.2
55588,5.2
55589,5.2
55590,4.2
55591,4.2
55592,4.2
55593,11.2
55594,5.2
55595,4.2
55596,19.2
55597,20.2
55598,5.2
55599,6.2
55600,11.2
55601,6.2
55602,7.2
55603,5.2
55604,6.2
55605,17.2
55606,10.2
55607,5.2
55608,5.2
55609,5.2
55610,6.2
55611,4.2
55612,30.2
55613,4.2
55614,5.2
55615,6.2
55616,12.2
55617,11.2
55618,9.2
55619,5.2
55620,5.2
55621,7.2
55622,81.2
55623,74.2
55624,61.2
55625,17.2
55626,6.2
55627,19.2
55628,17.2
55629,10.2
55630,5.2
55631,21.2
55632,21.2
55633,21.2
55634,5.2
55635,10.2
55636,5.2
55637,4.2
55638,11.2
55639,12.2
55640,5.2
55641,5.2
55642,7.2
55643,4.2
55644,5.2
55645,4.2
55646,10.2
55647,14.2
55648,25.2
55649,5.2
55650,15.2
55651,4.2
55652,10.2
55653,11.2
55654,20.2
55655,4.2
55656,4.2
55657,4.2
55658,10.2
55659,12.2
55660,6.2
55661,8.2
55662,4.2
55663,5.2
55664,11.2
55665,28.2
55666,17.2
55667,5.2
55668,4.2
55669,11.2
55670,4.2
55671,4.2
55672,14.2
55673,4.2
55674,6.2
55675,22.2
55676,20.2
55677,18.2
55678,5.2
55679,5.2
55680,23.2
55681,10.2
55682,11.2
55683,5.2
55684,5.2
55685,4.2
55686,5.2
55687,5.2
55688,7.2
55689,7.2
55690,4.2
55691,4.2
55692,5.2
55693,10.2
55694,12.2
55695,4.2
55696,21.2
55697,8.2
55698,6.2
55699,10.2
55700,17.2
55701,5.2
55702,5.2
55703,4.2
55704,5.2
55705,5.2
55706,12.2
55707,17.2
55708,7.2
55709,4.2
55710,9.2
55711,11.2
55712,11.2
55713,4.2
55714,5.2
55715,4.2
55716,11.2
55717,4.2
55718,5.2
55719,5.2
55720,21.2
55721,5.2
55722,10.2
55723,6.2
55724,19.2
55725,5.2
55726,6.2
55727,4.2
55728,10.2
55729,7.2
55730,4.2
55731,5.2
55732,6.2
55733,4.2
55734,9.2
55735,4.2
55736,4.2
55737,5.2
55738,7.2
55739,4.2
55740,10.2
55741,4.2
55742,5.2
55743,7.2
55744,5.2
55745,19.2
55746,11.2
55747,5.2
55748,5.2
55749,5.2
55750,7.2
55751,5.2
55752,9.2
55753,5.2
55754,5.2
55755,7.2
55756,5.2
55757,9.2
55758,4.2
55759,5.2
55760,4.2
55761,5.2
55762,5.2
55763,9.2
55764,4.2
55765,5.2
55766,64.2
55767,34.2
55768,36.2
55769,10.2
55770,4.2
55771,4.2
55772,5.2
55773,10.2
55774,11.2
55775,25.2
55776,4.2
55777,5.2
55778,5.2
55779,5.2
55780,6.2
55781,18.2
55782,5.2
55783,4.2
55784,5.2
55785,10.2
55786,24.2
55787,5.2
55788,24.2
55789,23.2
55790,6.2
55791,11.2
55792,13.2
55793,8.2
55794,9.2
55795,15.2
55796,10.2
55797,5.2
55798,8.2
55799,5.2
55800,5.2
55801,4.2
55802,10.2
55803,7.2
55804,8.2
55805,4.2
55806,5.2
55807,4.2
55808,10.2
55809,11.2
55810,5.2
55811,6.2
55812,5.2
55813,5.2
55814,12.2
55815,5.2
55816,4.2
55817,5.2
55818,4.2
55819,6.2
55820,12.2
55821,5.2
55822,7.2
55823,5.2
55824,4.2
55825,4.2
55826,7.2
55827,10.2
55828,5.2
55829,6.2
55830,4.2
55831,5.2
55832,10.2
55833,13.2
55834,4.2
55835,5.2
55836,4.2
55837,4.2
55838,4.2
55839,4.2
55840,4.2
55841,5.2
55842,5.2
55843,10.2
55844,5.2
55845,6.2
55846,4.2
55847,4.2
55848,4.2
55849,9.2
55850,4.2
55851,7.2
55852,4.2
55853,4.2
55854,4.2
55855,8.2
55856,4.2
55857,6.2
55858,4.2
55859,4.2
55860,5.2
55861,9.2
55862,11.2
55863,4.2
55864,5.2
55865,5.2
55866,4.2
55867,9.2
55868,12.2
55869,4.2
55870,5.2
55871,4.2
55872,4.2
55873,9.2
55874,11.2
55875,4.2
55876,4.2
55877,4.2
55878,4.2
55879,12.2
55880,14.2
55881,4.2
55882,5.2
55883,4.2
55884,10.2
55885,4.2
55886,4.2
55887,6.2
55888,4.2
55889,5.2
55890,9.2
55891,20.2
55892,21.2
55893,5.2
55894,5.2
55895,4.2
55896,10.2
55897,4.2
55898,6.2
55899,5.2
55900,5.2
55901,4.2
55902,9.2
55903,11.2
55904,5.2
55905,5.2
55906,22.2
55907,5.2
55908,7.2
55909,5.2
55910,4.2
55911,4.2
55912,5.2
55913,18.2
55914,19.2
55915,4.2
55916,5.2
55917,4.2
55918,21.2
55919,5.2
55920,11.2
55921,12.2
55922,11.2
55923,5.2
55924,5.2
55925,10.2
55926,7.2
55927,6.2
55928,5.2
55929,4.2
55930,5.2
55931,9.2
55932,20.2
55933,21.2
55934,4.2
55935,8.2
55936,7.2
55937,10.2
55938,5.2
55939,7.2
55940,5.2
55941,4.2
55942,4.2
55943,9.2
55944,5.2
55945,15.2
55946,4.2
55947,15.2
55948,5.2
55949,24.2
55950,25.2
55951,5.2
55952,5.2
55953,11.2
55954,10.2
55955,26.2
55956,5.2
55957,4.2
55958,5.2
55959,5.2
55960,5.2
55961,19.2
55962,24.2
55963,5.2
55964,7.2
55965,6.2
55966,5.2
55967,10.2
55968,12.2
55969,8.2
55970,19.2
55971,4.2
55972,10.2
55973,11.2
55974,8.2
55975,19.2
55976,5.2
55977,5.2
55978,10.2
55979,12.2
55980,20.2
55981,5.2
55982,4.2
55983,4.2
55984,10.2
55985,4.2
55986,4.2
55987,4.2
55988,4.2
55989,25.2
55990,27.2
55991,15.2
55992,10.2
55993,11.2
55994,5.2
55995,4.2
55996,11.2
55997,4.2
55998,19.2
55999,5.2
56000,4.2
56001,6.2
56002,11.2
56003,4.2
56004,6.2
56005,4.2
56006,4.2
56007,21.2
56008,22.2
56009,5.2
56010,4.2
56011,5.2
56012,8.2
56013,9.2
56014,11.2
56015,5.2
56016,4.2
56017,4.2
56018,4.2
56019,9.2
56020,9.2
56021,11.2
56022,5.2
56023,5.2
56024,5.2
56025,9.2
56026,12.2
56027,5.2
56028,6.2
56029,5.2
56030,5.2
56031,12.2
56032,5.2
56033,5.2
56034,5.2
56035,5.2
56036,5.2
56037,9.2
56038,11.2
56039,5.2
56040,4.2
56041,5.2
56042,5.2
56043,11.2
56044,4.2
56045,5.2
56046,5.2
56047,4.2
56048,10.2
56049,12.2
56050,14.2
56051,66.2
56052,58.2
56053,22.2
56054,5.2
56055,9.2
56056,11.2
56057,4.2
56058,4.2
56059,10.2
56060,10.2
56061,5.2
56062,7.2
56063,4.2
56064,6.2
56065,19.2
56066,10.2
56067,22.2
56068,24.2
56069,5.2
56070,5.2
56071,4.2
56072,24.2
56073,25.2
56074,6.2
56075,5.2
56076,5.2
56077,5.2
56078,12.2
56079,5.2
56080,5.2
56081,18.2
56082,5.2
56083,5.2
56084,12.2
56085,5.2
56086,5.2
56087,5.2
56088,4.2
56089,6.2
56090,10.2
56091,4.2
56092,4.2
56093,5.2
56094,5.2
56095,7.2
56096,12.2
56097,5.2
