,0
557,69.2
558,69.2
559,68.2
560,67.2
561,67.2
562,69.2
563,69.2
564,69.2
565,68.2
566,66.2
567,62.2
568,62.2
569,58.2
570,27.2
571,27.2
572,27.2
573,27.2
574,27.2
575,27.2
576,27.2
577,27.2
578,27.2
579,27.2
580,28.2
581,28.2
582,28.2
583,78.2
584,78.2
585,78.2
586,78.2
587,78.2
588,79.2
589,79.2
590,79.2
591,79.2
592,79.2
593,79.2
594,79.2
595,79.2
596,79.2
597,80.2
598,97.2
599,97.2
600,97.2
601,97.2
602,97.2
603,98.2
604,98.2
605,100.2
606,100.2
607,102.2
608,121.2
609,121.2
610,121.2
611,121.2
612,121.2
613,121.2
614,121.2
615,121.2
616,121.2
617,121.2
618,121.2
619,121.2
620,121.2
621,121.2
622,121.2
623,122.2
624,122.2
625,122.2
626,122.2
627,122.2
628,122.2
629,122.2
630,122.2
631,122.2
632,122.2
633,122.2
634,122.2
635,122.2
636,122.2
637,122.2
638,122.2
639,122.2
640,122.2
641,122.2
642,122.2
643,122.2
644,122.2
645,122.2
646,122.2
647,122.2
648,123.2
649,123.2
650,123.2
651,123.2
652,123.2
653,123.2
654,123.2
655,123.2
656,123.2
657,123.2
658,123.2
659,123.2
660,123.2
661,238.2
662,238.2
663,238.2
664,238.2
665,238.2
666,238.2
667,239.2
668,239.2
669,239.2
670,239.2
671,239.2
672,239.2
673,239.2
674,239.2
675,239.2
676,276.2
677,276.2
678,276.2
679,276.2
680,276.2
681,276.2
682,276.2
683,276.2
684,277.2
685,277.2
686,277.2
687,277.2
688,277.2
689,277.2
690,277.2
691,277.2
692,277.2
693,277.2
694,277.2
695,277.2
696,277.2
697,278.2
698,278.2
699,278.2
700,278.2
701,278.2
702,278.2
703,278.2
704,278.2
705,278.2
706,278.2
707,279.2
708,279.2
709,279.2
710,279.2
711,279.2
712,279.2
713,279.2
714,279.2
715,279.2
716,279.2
717,279.2
718,279.2
719,334.2
720,334.2
721,334.2
722,334.2
723,334.2
724,334.2
725,334.2
726,334.2
727,335.2
728,335.2
729,335.2
730,335.2
731,335.2
732,335.2
733,335.2
734,336.2
735,336.2
736,336.2
737,336.2
738,336.2
739,336.2
740,336.2
741,336.2
742,337.2
743,337.2
744,337.2
745,337.2
746,337.2
747,337.2
748,337.2
749,337.2
750,337.2
751,339.2
752,340.2
753,341.2
754,341.2
755,344.2
756,344.2
757,344.2
758,344.2
759,344.2
760,344.2
761,344.2
762,345.2
763,345.2
764,345.2
765,345.2
766,345.2
767,345.2
768,345.2
769,345.2
770,345.2
771,345.2
772,345.2
773,345.2
774,347.2
775,347.2
776,347.2
777,348.2
778,348.2
779,347.2
780,347.2
781,347.2
782,347.2
783,347.2
784,347.2
785,348.2
786,348.2
787,348.2
788,348.2
789,348.2
790,348.2
791,348.2
792,349.2
793,349.2
794,349.2
795,349.2
796,349.2
797,349.2
798,349.2
799,349.2
800,349.2
801,349.2
802,349.2
803,349.2
804,349.2
805,349.2
806,349.2
807,350.2
808,350.2
809,350.2
810,350.2
811,350.2
812,350.2
813,350.2
814,350.2
815,350.2
816,351.2
817,352.2
818,352.2
819,352.2
820,352.2
821,352.2
822,352.2
823,352.2
824,352.2
825,352.2
826,352.2
827,352.2
828,353.2
829,353.2
830,353.2
831,353.2
832,353.2
833,353.2
834,353.2
835,353.2
836,353.2
837,354.2
838,353.2
839,353.2
840,353.2
841,354.2
842,354.2
843,354.2
844,354.2
845,354.2
846,354.2
847,354.2
848,354.2
849,356.2
850,356.2
851,356.2
852,356.2
853,356.2
854,356.2
855,357.2
856,357.2
857,357.2
858,357.2
859,357.2
860,357.2
861,357.2
862,358.2
863,358.2
864,358.2
865,357.2
866,358.2
867,358.2
868,358.2
869,358.2
870,358.2
871,358.2
872,358.2
873,358.2
874,358.2
875,358.2
876,357.2
877,357.2
878,357.2
879,357.2
880,358.2
881,358.2
882,358.2
883,358.2
884,358.2
885,358.2
886,358.2
887,358.2
888,358.2
889,358.2
890,358.2
891,358.2
892,358.2
893,358.2
894,358.2
895,358.2
896,358.2
897,358.2
898,358.2
899,358.2
900,358.2
901,358.2
902,358.2
903,358.2
904,358.2
905,358.2
906,358.2
907,358.2
908,358.2
909,358.2
910,358.2
911,358.2
912,358.2
913,358.2
914,358.2
915,358.2
916,358.2
917,358.2
918,356.2
919,357.2
920,357.2
921,357.2
922,357.2
923,355.2
924,355.2
925,355.2
926,355.2
927,355.2
928,355.2
929,356.2
930,356.2
931,356.2
932,356.2
933,356.2
934,356.2
935,356.2
936,355.2
937,355.2
938,354.2
939,354.2
940,353.2
941,353.2
942,351.2
943,352.2
944,350.2
945,350.2
946,349.2
947,349.2
948,348.2
949,348.2
950,347.2
951,347.2
952,346.2
953,346.2
954,346.2
955,345.2
956,345.2
957,344.2
958,344.2
959,344.2
960,344.2
961,344.2
962,344.2
963,343.2
964,343.2
965,343.2
966,343.2
967,343.2
968,343.2
969,343.2
970,343.2
971,343.2
972,343.2
973,343.2
974,343.2
975,43.2
976,68.2
977,68.2
978,67.2
979,67.2
980,66.2
981,66.2
982,66.2
983,66.2
984,65.2
985,64.2
986,63.2
987,63.2
988,63.2
989,61.2
990,61.2
991,60.2
992,60.2
993,60.2
994,59.2
995,59.2
996,58.2
997,57.2
998,57.2
999,67.2
1000,67.2
1001,67.2
1002,66.2
1003,65.2
1004,65.2
1005,65.2
1006,65.2
1007,65.2
1008,64.2
1009,61.2
1010,57.2
1011,57.2
1012,54.2
1013,53.2
1014,50.2
1015,50.2
1016,45.2
1017,12.2
1018,35.2
1019,35.2
1020,35.2
1021,35.2
1022,35.2
1023,35.2
1024,35.2
1025,34.2
1026,34.2
1027,34.2
1028,35.2
1029,35.2
1030,35.2
1031,35.2
1032,35.2
1033,47.2
1034,47.2
1035,47.2
1036,47.2
1037,47.2
1038,47.2
1039,47.2
1040,46.2
1041,45.2
1042,45.2
1043,44.2
1044,44.2
1045,43.2
1046,42.2
1047,41.2
1048,41.2
1049,41.2
1050,40.2
1051,53.2
1052,53.2
1053,52.2
1054,52.2
1055,51.2
1056,51.2
1057,51.2
1058,50.2
1059,49.2
1060,49.2
1061,48.2
1062,47.2
1063,47.2
1064,46.2
1065,46.2
1066,46.2
1067,342.2
1068,342.2
1069,342.2
1070,342.2
1071,342.2
1072,341.2
1073,341.2
1074,341.2
1075,341.2
1076,341.2
1077,341.2
1078,341.2
1079,341.2
1080,341.2
1081,341.2
1082,341.2
1083,341.2
1084,341.2
1085,340.2
1086,340.2
1087,340.2
1088,340.2
1089,340.2
1090,340.2
1091,340.2
1092,340.2
1093,340.2
1094,340.2
1095,340.2
1096,340.2
1097,340.2
1098,340.2
1099,340.2
1100,340.2
1101,339.2
1102,339.2
1103,339.2
1104,339.2
1105,339.2
1106,339.2
1107,339.2
1108,339.2
1109,339.2
1110,339.2
1111,339.2
1112,339.2
1113,339.2
1114,339.2
1115,338.2
1116,338.2
1117,338.2
1118,338.2
1119,338.2
1120,338.2
1121,338.2
1122,338.2
1123,338.2
1124,338.2
1125,338.2
1126,338.2
1127,338.2
1128,338.2
1129,337.2
1130,337.2
1131,337.2
1132,337.2
1133,337.2
1134,337.2
1135,337.2
1136,337.2
1137,337.2
1138,337.2
1139,337.2
1140,337.2
1141,337.2
1142,337.2
1143,337.2
1144,337.2
1145,336.2
1146,337.2
1147,336.2
1148,336.2
1149,336.2
1150,336.2
1151,336.2
1152,336.2
1153,336.2
1154,336.2
1155,336.2
1156,336.2
1157,336.2
1158,336.2
1159,336.2
1160,336.2
1161,336.2
1162,336.2
1163,336.2
1164,336.2
1165,336.2
1166,335.2
1167,335.2
1168,335.2
1169,335.2
1170,335.2
1171,335.2
1172,335.2
1173,335.2
1174,335.2
1175,48.2
1176,48.2
1177,48.2
1178,48.2
1179,48.2
1180,48.2
1181,48.2
1182,48.2
1183,48.2
1184,48.2
1185,48.2
1186,48.2
1187,48.2
1188,48.2
1189,48.2
1190,48.2
1191,48.2
1192,48.2
1193,48.2
1194,48.2
1195,48.2
1196,49.2
1197,49.2
1198,41.2
1199,64.2
1200,64.2
1201,64.2
1202,64.2
1203,64.2
1204,64.2
1205,64.2
1206,64.2
1207,64.2
1208,66.2
1209,66.2
1210,66.2
1211,66.2
1212,66.2
1213,67.2
1214,67.2
1215,67.2
1216,67.2
1217,67.2
1218,67.2
1219,67.2
1220,67.2
1221,67.2
1222,67.2
1223,67.2
1224,67.2
1225,67.2
1226,67.2
1227,67.2
1228,68.2
1229,68.2
1230,51.2
1231,51.2
1232,96.2
1233,343.2
1234,343.2
1235,342.2
1236,342.2
1237,342.2
1238,342.2
1239,201.2
1240,201.2
1241,201.2
1242,201.2
1243,164.2
1244,114.2
1245,93.2
1246,77.2
1247,7.2
1248,19.2
1249,27.2
1250,26.2
1251,12.2
1252,12.2
1253,173.2
1254,174.2
1255,200.2
1256,200.2
1257,200.2
1258,201.2
1259,201.2
1260,201.2
1261,201.2
1262,64.2
1263,65.2
1264,66.2
1265,80.2
1266,82.2
1267,82.2
1268,90.2
1269,173.2
1270,174.2
1271,199.2
1272,199.2
1273,199.2
1274,199.2
1275,199.2
1276,199.2
1277,199.2
1278,200.2
1279,200.2
1280,77.2
1281,37.2
1282,6.2
1283,5.2
1284,35.2
1285,36.2
1286,5.2
1287,10.2
1288,11.2
1289,9.2
1290,5.2
1291,8.2
1292,5.2
1293,10.2
1294,4.2
1295,5.2
1296,4.2
1297,7.2
1298,4.2
1299,9.2
1300,4.2
1301,4.2
1302,6.2
1303,4.2
1304,4.2
1305,9.2
1306,4.2
1307,4.2
1308,5.2
1309,4.2
1310,38.2
1311,4.2
1312,11.2
1313,12.2
1314,10.2
1315,12.2
1316,21.2
1317,32.2
1318,5.2
1319,7.2
1320,6.2
1321,5.2
1322,24.2
1323,25.2
1324,5.2
1325,6.2
1326,5.2
1327,18.2
1328,20.2
1329,4.2
1330,4.2
1331,4.2
1332,6.2
1333,4.2
1334,10.2
1335,4.2
1336,4.2
1337,4.2
1338,13.2
1339,20.2
1340,20.2
1341,6.2
1342,5.2
1343,5.2
1344,11.2
1345,5.2
1346,10.2
1347,5.2
1348,5.2
1349,5.2
1350,6.2
1351,7.2
1352,10.2
1353,8.2
1354,9.2
1355,5.2
1356,5.2
1357,7.2
1358,10.2
1359,5.2
1360,4.2
1361,5.2
1362,4.2
1363,6.2
1364,5.2
1365,4.2
1366,4.2
1367,4.2
1368,8.2
1369,10.2
1370,12.2
1371,5.2
1372,5.2
1373,4.2
1374,11.2
1375,13.2
1376,5.2
1377,4.2
1378,5.2
1379,5.2
1380,6.2
1381,10.2
1382,5.2
1383,4.2
1384,7.2
1385,5.2
1386,4.2
1387,14.2
1388,5.2
1389,6.2
1390,5.2
1391,4.2
1392,6.2
1393,10.2
1394,4.2
1395,5.2
1396,5.2
1397,8.2
1398,4.2
1399,9.2
1400,4.2
1401,12.2
1402,4.2
1403,6.2
1404,8.2
1405,11.2
1406,6.2
1407,5.2
1408,4.2
1409,7.2
1410,10.2
1411,8.2
1412,4.2
1413,4.2
1414,6.2
1415,4.2
1416,11.2
1417,5.2
1418,5.2
1419,9.2
1420,5.2
1421,6.2
1422,10.2
1423,6.2
1424,4.2
1425,15.2
1426,15.2
1427,4.2
1428,10.2
1429,4.2
1430,4.2
1431,5.2
1432,16.2
1433,6.2
1434,10.2
1435,5.2
1436,4.2
1437,4.2
1438,4.2
1439,6.2
1440,18.2
1441,5.2
1442,7.2
1443,4.2
1444,6.2
1445,7.2
1446,10.2
1447,5.2
1448,5.2
1449,4.2
1450,4.2
1451,7.2
1452,5.2
1453,4.2
1454,7.2
1455,5.2
1456,7.2
1457,10.2
1458,4.2
1459,4.2
1460,4.2
1461,6.2
1462,11.2
1463,12.2
1464,10.2
1465,5.2
1466,5.2
1467,6.2
1468,9.2
1469,4.2
1470,9.2
1471,5.2
1472,4.2
1473,7.2
1474,4.2
1475,4.2
1476,9.2
1477,4.2
1478,5.2
1479,5.2
1480,4.2
1481,4.2
1482,10.2
1483,5.2
1484,8.2
1485,7.2
1486,5.2
1487,5.2
1488,10.2
1489,4.2
1490,7.2
1491,7.2
1492,6.2
1493,5.2
1494,16.2
1495,5.2
1496,5.2
1497,9.2
1498,5.2
1499,11.2
1500,15.2
1501,5.2
1502,6.2
1503,5.2
1504,5.2
1505,9.2
1506,24.2
1507,16.2
1508,5.2
1509,7.2
1510,5.2
1511,9.2
1512,12.2
1513,13.2
1514,12.2
1515,5.2
1516,5.2
1517,16.2
1518,5.2
1519,7.2
1520,5.2
1521,5.2
1522,5.2
1523,10.2
1524,4.2
1525,6.2
1526,5.2
1527,5.2
1528,4.2
1529,9.2
1530,13.2
1531,14.2
1532,4.2
1533,4.2
1534,5.2
1535,9.2
1536,6.2
1537,7.2
1538,5.2
1539,5.2
1540,10.2
1541,5.2
1542,7.2
1543,4.2
1544,4.2
1545,4.2
1546,9.2
1547,5.2
1548,6.2
1549,30.2
1550,17.2
1551,5.2
1552,9.2
1553,10.2
1554,4.2
1555,7.2
1556,14.2
1557,8.2
1558,20.2
1559,4.2
1560,4.2
1561,7.2
1562,5.2
1563,4.2
1564,9.2
1565,25.2
1566,27.2
1567,17.2
1568,4.2
1569,5.2
1570,16.2
1571,4.2
1572,49.2
1573,4.2
1574,4.2
1575,6.2
1576,4.2
1577,9.2
1578,5.2
1579,4.2
1580,7.2
1581,4.2
1582,5.2
1583,10.2
1584,18.2
1585,5.2
1586,6.2
1587,5.2
1588,10.2
1589,5.2
1590,5.2
1591,8.2
1592,5.2
1593,4.2
1594,10.2
1595,12.2
1596,5.2
1597,5.2
1598,5.2
1599,5.2
1600,14.2
1601,7.2
1602,4.2
1603,5.2
1604,8.2
1605,4.2
1606,9.2
1607,6.2
1608,6.2
1609,9.2
1610,6.2
1611,5.2
1612,20.2
1613,6.2
1614,8.2
1615,8.2
1616,49.2
1617,5.2
1618,6.2
1619,19.2
1620,6.2
1621,6.2
1622,9.2
1623,5.2
1624,5.2
1625,10.2
1626,5.2
1627,7.2
1628,5.2
1629,5.2
1630,12.2
1631,5.2
1632,5.2
1633,5.2
1634,5.2
1635,28.2
1636,32.2
1637,5.2
1638,5.2
1639,5.2
1640,8.2
1641,5.2
1642,18.2
1643,4.2
1644,13.2
1645,5.2
1646,7.2
1647,5.2
1648,9.2
1649,14.2
1650,4.2
1651,5.2
1652,7.2
1653,5.2
1654,10.2
1655,5.2
1656,4.2
1657,18.2
1658,19.2
1659,5.2
1660,10.2
1661,4.2
1662,5.2
1663,5.2
1664,8.2
1665,4.2
1666,16.2
1667,17.2
1668,5.2
1669,6.2
1670,5.2
1671,10.2
1672,6.2
1673,4.2
1674,4.2
1675,6.2
1676,4.2
1677,16.2
1678,5.2
1679,5.2
1680,7.2
1681,4.2
1682,6.2
1683,10.2
1684,12.2
1685,4.2
1686,7.2
1687,5.2
1688,33.2
1689,16.2
1690,5.2
1691,7.2
1692,13.2
1693,5.2
1694,5.2
1695,11.2
1696,13.2
1697,5.2
1698,5.2
1699,5.2
1700,4.2
1701,12.2
1702,11.2
1703,6.2
1704,5.2
1705,10.2
1706,7.2
1707,12.2
1708,14.2
1709,4.2
1710,5.2
1711,7.2
1712,16.2
1713,16.2
1714,5.2
1715,5.2
1716,4.2
1717,4.2
1718,7.2
1719,5.2
1720,6.2
1721,6.2
1722,9.2
1723,15.2
1724,6.2
1725,5.2
1726,5.2
1727,5.2
1728,7.2
1729,9.2
1730,4.2
1731,5.2
1732,4.2
1733,4.2
1734,4.2
1735,9.2
1736,11.2
1737,4.2
1738,5.2
1739,5.2
1740,4.2
1741,11.2
1742,5.2
1743,5.2
1744,4.2
1745,5.2
1746,5.2
1747,14.2
1748,5.2
1749,5.2
1750,8.2
1751,4.2
1752,7.2
1753,9.2
1754,10.2
1755,4.2
1756,4.2
1757,4.2
1758,10.2
1759,12.2
1760,5.2
1761,5.2
1762,4.2
1763,4.2
1764,10.2
1765,13.2
1766,5.2
1767,6.2
1768,5.2
1769,5.2
1770,11.2
1771,8.2
1772,4.2
1773,5.2
1774,4.2
1775,12.2
1776,13.2
1777,6.2
1778,4.2
1779,18.2
1780,5.2
1781,10.2
1782,13.2
1783,14.2
1784,5.2
1785,4.2
1786,4.2
1787,18.2
1788,19.2
1789,8.2
1790,5.2
1791,5.2
1792,5.2
1793,10.2
1794,13.2
1795,5.2
1796,7.2
1797,5.2
1798,4.2
1799,11.2
1800,5.2
1801,5.2
1802,5.2
1803,11.2
1804,13.2
1805,11.2
1806,5.2
1807,5.2
1808,4.2
1809,5.2
1810,10.2
1811,12.2
1812,4.2
1813,4.2
1814,5.2
1815,5.2
1816,8.2
1817,9.2
1818,4.2
1819,4.2
1820,5.2
1821,5.2
1822,6.2
1823,10.2
1824,5.2
1825,4.2
1826,5.2
1827,35.2
1828,10.2
1829,11.2
1830,5.2
1831,5.2
1832,4.2
1833,8.2
1834,5.2
1835,12.2
1836,5.2
1837,5.2
1838,5.2
1839,5.2
1840,11.2
1841,13.2
1842,5.2
1843,5.2
1844,5.2
1845,5.2
1846,12.2
1847,5.2
1848,5.2
1849,5.2
1850,6.2
1851,8.2
1852,10.2
1853,5.2
1854,5.2
1855,4.2
1856,5.2
1857,5.2
1858,11.2
1859,5.2
1860,4.2
1861,4.2
1862,4.2
1863,4.2
1864,14.2
1865,15.2
1866,5.2
1867,5.2
1868,4.2
1869,4.2
1870,11.2
1871,5.2
1872,4.2
1873,5.2
1874,5.2
1875,5.2
1876,10.2
1877,13.2
1878,5.2
1879,8.2
1880,5.2
1881,6.2
1882,12.2
1883,5.2
1884,5.2
1885,5.2
1886,5.2
1887,5.2
1888,11.2
1889,8.2
1890,9.2
1891,5.2
1892,5.2
1893,11.2
1894,5.2
1895,6.2
1896,4.2
1897,4.2
1898,7.2
1899,9.2
1900,4.2
1901,5.2
1902,4.2
1903,5.2
1904,5.2
1905,15.2
1906,5.2
1907,4.2
1908,5.2
1909,4.2
1910,7.2
1911,10.2
1912,5.2
1913,4.2
1914,4.2
1915,7.2
1916,4.2
1917,10.2
1918,4.2
1919,17.2
1920,7.2
1921,8.2
1922,4.2
1923,10.2
1924,12.2
1925,5.2
1926,5.2
1927,5.2
1928,5.2
1929,11.2
1930,5.2
1931,4.2
1932,5.2
1933,7.2
1934,10.2
1935,11.2
1936,5.2
1937,7.2
1938,4.2
1939,11.2
1940,13.2
1941,5.2
1942,5.2
1943,4.2
1944,4.2
1945,11.2
1946,14.2
1947,9.2
1948,12.2
1949,5.2
1950,5.2
1951,5.2
1952,12.2
1953,14.2
1954,5.2
1955,4.2
1956,5.2
1957,7.2
1958,10.2
1959,4.2
1960,4.2
1961,4.2
1962,5.2
1963,6.2
1964,5.2
1965,9.2
1966,4.2
1967,5.2
1968,19.2
1969,20.2
1970,5.2
1971,10.2
1972,6.2
1973,15.2
1974,5.2
1975,7.2
1976,4.2
1977,4.2
1978,5.2
1979,11.2
1980,4.2
1981,11.2
1982,5.2
1983,5.2
1984,12.2
1985,6.2
1986,8.2
1987,7.2
1988,10.2
1989,5.2
1990,20.2
1991,9.2
1992,8.2
1993,49.2
1994,5.2
1995,10.2
1996,5.2
1997,4.2
1998,4.2
1999,13.2
2000,5.2
2001,9.2
2002,11.2
2003,4.2
2004,6.2
2005,4.2
2006,13.2
2007,10.2
2008,5.2
2009,11.2
2010,11.2
2011,4.2
2012,5.2
2013,10.2
2014,4.2
2015,4.2
2016,7.2
2017,4.2
2018,4.2
2019,4.2
2020,5.2
2021,6.2
2022,5.2
2023,4.2
2024,9.2
2025,5.2
2026,9.2
2027,6.2
2028,7.2
2029,5.2
2030,12.2
2031,5.2
2032,5.2
2033,5.2
2034,11.2
2035,4.2
2036,10.2
2037,5.2
2038,4.2
2039,6.2
2040,4.2
2041,4.2
2042,9.2
2043,21.2
2044,13.2
2045,12.2
2046,5.2
2047,4.2
2048,9.2
2049,4.2
2050,6.2
2051,4.2
2052,4.2
2053,4.2
2054,17.2
2055,4.2
2056,6.2
2057,4.2
2058,5.2
2059,19.2
2060,10.2
2061,14.2
2062,15.2
2063,4.2
2064,4.2
2065,5.2
2066,12.2
2067,12.2
2068,4.2
2069,7.2
2070,5.2
2071,9.2
2072,15.2
2073,12.2
2074,12.2
2075,5.2
2076,5.2
2077,10.2
2078,10.2
2079,4.2
2080,49.2
2081,9.2
2082,12.2
2083,5.2
2084,10.2
2085,6.2
2086,4.2
2087,7.2
2088,5.2
2089,5.2
2090,10.2
2091,5.2
2092,7.2
2093,8.2
2094,5.2
2095,5.2
2096,10.2
2097,5.2
2098,7.2
2099,4.2
2100,5.2
2101,5.2
2102,22.2
2103,5.2
2104,6.2
2105,4.2
2106,4.2
2107,4.2
2108,9.2
2109,4.2
2110,5.2
2111,7.2
2112,5.2
2113,9.2
2114,4.2
2115,5.2
2116,6.2
2117,5.2
2118,6.2
2119,11.2
2120,5.2
2121,5.2
2122,68.2
2123,41.2
2124,25.2
2125,25.2
2126,32.2
2127,4.2
2128,19.2
2129,8.2
2130,8.2
2131,10.2
2132,5.2
2133,5.2
2134,5.2
2135,7.2
2136,4.2
2137,10.2
2138,5.2
2139,4.2
2140,5.2
