order_book_computation_time_millis
545
410
153
129
110
68
69
27
24
11
5
11
13
67
75
77
80
155
299
429
429
199
155
75
17
21
7
6
8
5
14
5
5
5
8
10
17
4
5
8
410
346
95
5
10
5
7
4
120
103
29
5
6
5
12
5
6
6
121
103
25
7
18
14
131
109
7
16
13
14
15
7
5
20
10
11
5
23
18
11
12
7
12
20
17
10
13
15
4
5
5
11
14
20
7
5
6
13
13
5
5
7
10
15
5
5
18
5
13
91
56
8
18
12
11
13
6
5
4
5
11
14
98
74
29
5
5
21
92
56
32
86
42
14
88
44
18
87
56
9
87
71
11
158
158
14
14
5
6
5
6
94
55
18
13
12
13
12
4
6
9
13
22
8
6
22
18
23
7
5
16
12
12
4
5
6
7
11
5
24
14
18
7
12
5
19
6
6
6
25
6
6
7
7
27
14
15
4
9
187
187
5
18
7
13
21
4
6
4
8
11
4
18
11
45
46
6
22
5
4
11
10
11
7
4
6
11
12
26
14
6
28
28
4
128
87
15
23
23
95
85
4
10
5
22
6
24
22
5
6
4
511
492
63
63
59
132
128
23
4
16
10
12
4
5
17
18
34
28
5
29
13
12
13
6
6
6
5
14
6
10
17
15
21
12
6
9
24
5
7
10
13
7
4
5
12
7
9
12
8
5
11
17
6
6
5
12
22
5
8
5
13
10
5
6
8
5
6
11
4
5
7
7
23
12
6
9
14
5
18
9
7
9
20
5
5
30
26
6
12
5
5
7
13
4
25
87
52
9
30
23
7
7
7
6
12
6
5
6
7
19
6
6
9
19
7
11
4
59
58
28
6
7
209
166
103
74
17
17
102
57
10
98
54
6
132
121
114
47
8
98
127
101
5
7
96
96
86
85
17
9
18
28
11
7
9
5
24
6
7
9
74
70
7
8
6
7
13
7
8
21
7
6
149
141
79
6
21
99
99
24
16
11
6
144
143
12
5
5
6
5
13
5
12
14
71
40
5
18
19
5
6
11
4
6
19
7
6
518
481
134
12
12
28
7
13
7
11
12
149
108
27
5
6
6
21
22
22
5
33
31
6
6
6
6
17
8
5
12
6
9
5
5
5
5
17
4
10
13
8
5
4
6
10
26
32
7
16
5
22
11
11
4
6
29
13
7
7
6
29
6
8
17
5
6
17
5
5
9
5
27
12
7
4
5
6
26
5
7
16
19
15
5
5
8
23
7
10
19
12
7
18
12
15
98
84
9
24
11
5
11
7
5
8
4
6
18
7
6
7
10
25
5
9
73
56
13
29
5
10
19
5
12
6
5
9
9
5
13
30
12
12
12
10
19
6
6
6
6
10
7
6
7
28
6
19
17
5
132
100
116
113
81
125
143
127
79
99
54
12
6
12
7
20
4
10
81
81
12
6
9
16
4
5
13
89
85
14
4
26
77
77
6
17
7
8
4
5
8
10
11
5
6
20
5
7
8
63
102
102
11
12
12
17
6
4
5
11
7
6
340
297
66
4
15
10
91
91
31
5
6
6
7
10
7
8
13
40
11
15
109
109
33
10
6
11
5
8
6
25
4
5
5
5
8
15
12
17
9
7
7
6
17
6
6
8
5
10
8
5
6
6
29
20
5
7
7
17
10
7
21
6
6
21
11
6
26
12
5
7
5
8
8
9
11
15
13
5
7
8
19
5
5
9
7
11
6
5
21
22
52
8
7
7
25
4
5
5
9
24
5
21
22
11
13
207
501
500
460
424
127
41
17
7
8
11
6
6
17
7
17
12
12
5
15
7
11
11
22
6
4
23
11
14
4
5
7
23
102
102
22
13
14
5
19
93
103
159
114
52
26
87
66
10
86
79
51
96
82
5
12
11
114
71
92
91
24
23
10
10
95
50
7
11
5
6
5
6
8
18
27
18
5
22
10
11
5
7
294
293
42
30
7
5
7
14
16
13
14
5
5
23
8
11
117
74
10
11
6
13
11
6
11
12
21
22
4
7
12
7
9
25
7
11
16
11
8
21
18
6
6
10
8
6
35
7
8
6
16
7
11
12
20
15
7
7
11
12
8
28
5
5
11
19
7
4
15
8
12
20
7
106
79
4
5
10
4
8
4
6
8
25
5
8
5
6
6
11
11
5
5
7
4
13
27
14
150
110
5
11
12
17
5
6
17
12
25
25
6
20
12
8
7
7
5
7
5
29
6
9
99
76
12
12
5
19
5
10
13
4
6
19
5
10
12
23
16
9
7
97
243
199
106
10
125
124
18
11
4
7
10
6
16
12
7
7
136
132
5
21
13
13
15
6
6
6
101
57
7
24
12
12
5
13
4
31
11
13
5
19
8
5
14
5
29
126
97
14
7
5
7
11
99
113
217
141
105
61
38
48
140
103
51
6
7
5
16
339
295
70
7
114
108
129
84
5
84
13
9
4
5
6
4
115
96
9
15
5
6
10
16
17
9
6
7
11
32
8
5
6
7
88
49
5
6
5
5
12
7
6
33
11
14
5
5
143
131
148
104
37
6
7
19
16
7
11
13
19
18
7
5
30
55
11
11
12
8
7
22
33
10
12
7
5
23
90
92
14
5
6
11
5
16
124
97
28
6
10
11
21
6
4
5
10
11
18
6
257
216
44
6
13
12
13
14
5
17
11
6
12
7
21
5
7
7
12
10
91
53
10
9
20
24
5
8
9
31
12
4
5
5
11
13
25
4
6
15
11
12
6
6
26
23
6
12
7
21
19
10
13
6
17
6
5
11
6
18
6
7
9
10
139
137
21
4
6
7
10
5
7
22
22
18
7
5
6
14
5
11
6
6
8
7
8
8
33
30
6
12
6
18
7
5
6
11
10
7
107
145
102
20
13
11
6
19
9
100
100
9
393
392
158
155
137
110
77
71
70
26
6
6
16
10
58
14
20
14
87
86
6
91
143
117
5
6
11
12
6
5
97
99
93
55
11
5
9
11
6
12
10
48
91
91
19
12
12
5
11
4
11
34
17
9
12
6
58
69
27
5
8
10
7
5
6
13
5
11
8
7
5
5
17
16
16
7
5
30
5
8
11
12
5
124
82
6
101
101
5
420
396
75
55
34
33
35
9
10
5
9
5
10
20
12
6
24
13
4
5
5
4
28
24
54
53
138
95
22
5
91
91
6
16
14
84
40
5
14
21
6
6
4
5
6
11
87
87
16
5
7
7
5
10
5
6
6
27
29
14
6
6
17
10
4
6
6
5
6
22
24
20
5
9
16
5
5
9
16
7
7
26
24
13
5
5
4
4
18
6
8
7
137
101
23
6
6
7
6
17
10
91
147
107
10
4
12
5
5
8
190
147
33
16
17
7
6
9
6
5
12
19
5
8
15
11
10
15
5
8
6
9
17
6
5
7
27
12
109
73
86
66
12
9
16
5
6
4
17
86
43
5
6
12
13
87
87
10
11
9
99
70
93
92
29
27
26
4
12
6
6
8
6
8
43
24
106
126
82
11
7
9
7
13
29
25
8
8
4
6
6
31
47
8
9
14
13
21
25
25
23
22
20
20
36
35
131
131
13
7
4
5
11
11
5
7
22
12
12
5
14
13
25
16
4
17
5
7
9
80
73
13
6
6
24
18
13
10
6
8
11
5
105
26
20
11
12
6
9
7
11
13
11
12
7
80
80
20
6
5
20
8
12
7
20
8
6
9
93
89
7
8
6
12
21
7
7
7
20
13
5
6
5
18
13
12
7
6
144
120
56
12
4
4
5
7
10
140
105
80
36
8
8
6
13
6
5
7
138
105
10
45
23
13
6
8
10
9
7
80
44
5
6
6
5
9
13
14
6
108
558
521
190
45
12
16
26
6
140
126
5
8
9
21
7
6
6
7
8
14
81
56
7
9
19
6
10
5
6
10
12
27
24
7
38
10
10
4
9
13
13
6
7
7
19
10
20
14
14
5
29
107
62
73
44
17
7
6
73
48
14
97
60
4
12
11
102
72
11
11
5
14
18
7
10
70
26
5
143
126
103
60
16
7
17
6
6
5
12
5
7
4
28
10
12
403
367
69
26
138
112
40
40
6
5
8
10
26
6
8
5
139
123
63
6
5
7
13
22
7
144
121
5
5
8
22
15
6
10
5
9
6
5
5
12
12
26
6
5
24
15
4
19
6
14
11
13
4
5
8
11
11
7
21
5
6
12
31
6
13
4
5
10
14
13
5
6
6
12
13
20
6
5
8
11
13
13
7
8
17
14
16
7
5
27
7
7
18
15
6
6
11
14
7
25
13
5
13
4
22
6
22
17
7
10
6
277
276
142
12
18
7
7
5
4
4
12
6
6
13
10
18
11
5
7
4
18
7
5
8
6
9
22
6
5
5
7
24
12
5
6
8
6
5
4
10
20
21
4
20
12
27
12
6
5
12
5
6
8
5
23
19
6
6
14
11
29
9
112
112
5
7
13
6
4
9
5
8
18
4
5
43
47
8
6
24
12
4
23
43
43
17
5
109
109
100
87
23
7
56
34
5
99
99
13
102
102
23
18
435
390
205
161
130
92
73
16
12
87
84
42
6
12
21
7
8
20
19
20
12
5
7
9
7
7
94
94
27
5
4
7
17
9
6
6
8
6
11
5
4
8
22
21
10
14
6
12
6
6
10
6
8
151
132
7
8
17
11
6
4
49
49
11
12
6
5
8
28
20
7
19
8
8
6
11
97
57
14
20
9
19
12
10
5
4
8
5
6
11
20
6
94
94
9
515
515
45
12
15
6
6
9
5
5
6
8
21
5
20
7
7
11
7
22
5
8
5
11
33
10
7
7
11
6
24
5
5
13
6
7
5
7
28
29
5
23
19
16
16
5
101
77
5
19
7
7
9
17
19
11
12
11
6
6
5
6
5
25
5
5
5
27
6
7
5
4
5
8
34
8
5
7
7
23
11
4
27
23
10
9
11
7
25
5
7
5
20
19
7
8
8
17
11
7
6
9
4
21
25
23
7
7
5
11
100
57
180
136
54
12
17
11
11
5
85
120
99
56
46
84
65
102
101
11
91
172
108
97
54
18
102
128
84
12
10
7
5
4
7
8
12
50
21
6
8
19
11
21
6
5
6
16
17
19
20
45
6
8
141
62
87
6
11
6
8
4
5
122
86
70
87
68
6
7
10
133
117
8
6
4
5
23
5
17
4
7
13
13
6
5
19
17
10
14
8
4
5
17
426
425
169
14
14
21
133
109
6
18
12
6
5
5
6
9
25
137
109
7
8
6
26
10
5
8
18
4
10
125
93
10
10
5
5
6
135
115
5
9
21
24
23
21
24
24
22
22
11
13
21
27
27
118
118
5
12
10
12
15
6
141
138
27
11
11
4
16
47
47
11
12
5
7
7
6
12
12
29
13
7
5
11
12
5
8
19
13
10
11
7
5
19
14
14
6
136
92
6
14
18
12
12
14
6
5
18
5
13
14
7
6
6
7
11
351
349
84
41
26
36
21
5
7
20
5
14
5
5
4
55
13
13
